,Unnamed: 0,user_id,username,id,date,Tweet,lang,replyCount,followersCount,preprocessed_text,lemmatized_text,pos_tags,senti_score,Overall Sentiment
216,709,926205226859638785,SandeepVIOC,1569474026816536581,2022-09-12 23:52:22+00:00,"Today's #BharatJodoYatra Diversion
▪️#GyanvapiCase ✅
▪️Chaddi Mein Aag lagi✅ https://t.co/wGbQgHQz24",en,0,1740,today diversion chaddi mein aag lagi URL ,"['today', 'diversion', 'chaddi', 'mein', 'aag', 'lagi', 'URL']","[('today', 'NN'), ('diversion', 'NN'), ('chaddi', 'NN'), ('mein', 'NN'), ('aag', 'VBZ'), ('lagi', 'JJ'), ('URL', 'NNP')]",0.375,Positive
217,713,1514469783768821761,Bro_mim03,1569472928982650881,2022-09-12 23:48:00+00:00,Good morning #GyanvapiCase #TAEHYUNGxVOGUE #MagaliBerdah #quotes https://t.co/Io6uiFzqWK,en,0,1,good morning URL ,"['good', 'morning', 'URL']","[('good', 'JJ'), ('morning', 'NN'), ('URL', 'NN')]",0.75,Positive
218,714,1436522714139803652,m_timmarusu,1569472735281303558,2022-09-12 23:47:14+00:00,"The battle for reclaiming our cultural anchors reaches the second milestone. Our success is pre-destined and inevitable!

Dharmo Rakshati Rakshita.  

#GyanvapiCase 
#GyanvapiVerdict 
#GyanvapiMandir https://t.co/C8CXUsAABf",en,0,18,the battle for reclaiming our cultural anchor reach the second milestone our success is pre destined and inevitable dharmo rakshati rakshita URL ,"['the', 'battle', 'for', 'reclaiming', 'our', 'cultural', 'anchor', 'reach', 'the', 'second', 'milestone', 'our', 'success', 'is', 'pre', 'destined', 'and', 'inevitable', 'dharmo', 'rakshati', 'rakshita', 'URL']","[('the', 'DT'), ('battle', 'NN'), ('for', 'IN'), ('reclaiming', 'VBG'), ('our', 'PRP$'), ('cultural', 'JJ'), ('anchor', 'NN'), ('reach', 'VBP'), ('the', 'DT'), ('second', 'JJ'), ('milestone', 'NN'), ('our', 'PRP$'), ('success', 'NN'), ('is', 'VBZ'), ('pre', 'JJ'), ('destined', 'VBN'), ('and', 'CC'), ('inevitable', 'JJ'), ('dharmo', 'NN'), ('rakshati', 'NN'), ('rakshita', 'NN'), ('URL', 'NNP')]",0.125,Positive
219,718,837169718,kinjalpatelguj,1569467970656817152,2022-09-12 23:28:18+00:00,"@sardesairajdeep 'new' India will be one where Muslims will themselves stop contesting and return all the occupied Mandirs back to Hindus. Not the other way around.
If you have no guts, keep silence but don't be an irritant.
#GyanvapiCase
https://t.co/4HRRNwrwH3",en,0,261,new india will be one where muslim will themselves stop contesting and return all the occupied mandirs back to hindu not the other way around if you have no gut keep silence but don be an irritant URL ,"['new', 'india', 'will', 'be', 'one', 'where', 'muslim', 'will', 'themselves', 'stop', 'contesting', 'and', 'return', 'all', 'the', 'occupied', 'mandirs', 'back', 'to', 'hindu', 'not', 'the', 'other', 'way', 'around', 'if', 'you', 'have', 'no', 'gut', 'keep', 'silence', 'but', 'don', 'be', 'an', 'irritant', 'URL']","[('new', 'JJ'), ('india', 'NN'), ('will', 'MD'), ('be', 'VB'), ('one', 'CD'), ('where', 'WRB'), ('muslim', 'NN'), ('will', 'MD'), ('themselves', 'PRP'), ('stop', 'VB'), ('contesting', 'NN'), ('and', 'CC'), ('return', 'VB'), ('all', 'PDT'), ('the', 'DT'), ('occupied', 'JJ'), ('mandirs', 'NNS'), ('back', 'RB'), ('to', 'TO'), ('hindu', 'VB'), ('not', 'RB'), ('the', 'DT'), ('other', 'JJ'), ('way', 'NN'), ('around', 'IN'), ('if', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('gut', 'NN'), ('keep', 'VB'), ('silence', 'NN'), ('but', 'CC'), ('don', 'NN'), ('be', 'VB'), ('an', 'DT'), ('irritant', 'JJ'), ('URL', 'NN')]",0.5,Positive
220,723,1385515827550687238,theboydewa,1569464232256901121,2022-09-12 23:13:26+00:00,"The magic ✨ of black never stop to amaze me
Pls RT
IG :_pics_by_dewa_

#น้ําท่วมกรุงเทพ #GyanvapiCase #TAEHYUNGxVOGUE #MagaliBerdah #تشاورية_شمر #NotMyKing #OurStarboyYeonjun #tendinite #photographer https://t.co/f6jNfetOsW",en,0,710,the magic of black never stop to amaze me pls rt ig pic by dewa URL ,"['the', 'magic', 'of', 'black', 'never', 'stop', 'to', 'amaze', 'me', 'pls', 'rt', 'ig', 'pic', 'by', 'dewa', 'URL']","[('the', 'DT'), ('magic', 'NN'), ('of', 'IN'), ('black', 'JJ'), ('never', 'RB'), ('stop', 'VBP'), ('to', 'TO'), ('amaze', 'VB'), ('me', 'PRP'), ('pls', 'JJ'), ('rt', 'NN'), ('ig', 'NN'), ('pic', 'NN'), ('by', 'IN'), ('dewa', 'NN'), ('URL', 'NNP')]",0.0,Neutral
221,726,1435568221289992196,dellyranksindia,1569461878308409345,2022-09-12 23:04:05+00:00,"Gyanvapi Masjid Case: 5 top quotes from the Varanasi court verdict #AllahabadHighCourt #gyanvapicase #gyanvapicasequotes #gyanvapicaseverdict #gyanvapikashiviswanath #kashivishwanathlatest #whatisgyanvapicase #whatisthegyanvapiacse ...
https://t.co/tkgWQhOCfy",en,0,410,gyanvapi masjid case top quote from the varanasi court verdict URL ,"['gyanvapi', 'masjid', 'case', 'top', 'quote', 'from', 'the', 'varanasi', 'court', 'verdict', 'URL']","[('gyanvapi', 'NN'), ('masjid', 'NN'), ('case', 'NN'), ('top', 'JJ'), ('quote', 'NN'), ('from', 'IN'), ('the', 'DT'), ('varanasi', 'JJ'), ('court', 'NN'), ('verdict', 'NN'), ('URL', 'NNP')]",0.0,Neutral
222,727,1564328192584077312,conqueror2303,1569461583004442625,2022-09-12 23:02:55+00:00,"Tumara well educated pm 
Dekho 
#Gyanvapi #GyanvapiCase #GyanvapiMandir https://t.co/SHl310s3YM",en,0,10,tumara well educated pm dekho URL ,"['tumara', 'well', 'educated', 'pm', 'dekho', 'URL']","[('tumara', 'RB'), ('well', 'RB'), ('educated', 'VBN'), ('pm', 'NN'), ('dekho', 'NN'), ('URL', 'NNP')]",0.375,Positive
223,728,1537848120712781827,teeter213,1569460197143506947,2022-09-12 22:57:24+00:00,"#Hinduphobic 
Headline should be - Indian court accept Hindus plea to have worship rights after 100 years.
#GyanvapiCase https://t.co/LRyXjaPNf7",en,0,111,headline should be indian court accept hindu plea to have worship right after 100 year URL ,"['headline', 'should', 'be', 'indian', 'court', 'accept', 'hindu', 'plea', 'to', 'have', 'worship', 'right', 'after', '100', 'year', 'URL']","[('headline', 'NN'), ('should', 'MD'), ('be', 'VB'), ('indian', 'JJ'), ('court', 'NN'), ('accept', 'VBD'), ('hindu', 'JJ'), ('plea', 'NN'), ('to', 'TO'), ('have', 'VB'), ('worship', 'NN'), ('right', 'RB'), ('after', 'IN'), ('100', 'CD'), ('year', 'NN'), ('URL', 'NN')]",0.25,Positive
224,731,1015312212712443910,wingedpuppy,1569454152257773569,2022-09-12 22:33:23+00:00,"As it was

#furry #furryartist #furryart #oc #furryoc #art #GyanvapiCase https://t.co/RtaUBhozqM",en,0,230,a it wa URL ,"['a', 'it', 'wa', 'URL']","[('a', 'DT'), ('it', 'PRP'), ('wa', 'VBZ'), ('URL', 'NNP')]",0.0,Neutral
225,733,1555566165988364288,GovindKeshav9,1569453800863461377,2022-09-12 22:31:59+00:00,"@ajay43 This is where it starts. The book is the problem. But no worries, we will correct historical wrongs now. 
#GyanvapiCase #GyanwapiMandir https://t.co/85r7E5VI5r",en,1,41,this is where it start the book is the problem but no worry we will correct historical wrong now URL ,"['this', 'is', 'where', 'it', 'start', 'the', 'book', 'is', 'the', 'problem', 'but', 'no', 'worry', 'we', 'will', 'correct', 'historical', 'wrong', 'now', 'URL']","[('this', 'DT'), ('is', 'VBZ'), ('where', 'WRB'), ('it', 'PRP'), ('start', 'VB'), ('the', 'DT'), ('book', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('problem', 'NN'), ('but', 'CC'), ('no', 'DT'), ('worry', 'NN'), ('we', 'PRP'), ('will', 'MD'), ('correct', 'VB'), ('historical', 'JJ'), ('wrong', 'JJ'), ('now', 'RB'), ('URL', 'VBP')]",0.375,Positive
226,734,1156166423829336065,SwaRajYogiRaj,1569452854817226752,2022-09-12 22:28:14+00:00,"@gauravcsawant If #Hindus don't reclaim then everything will be snatched like has happened from Afghanistan to Pakistan Bangladesh, Kashmir to Kanyakumari, Invaders plunderers Mughals British and their legacies must be purged out from India,
#GyanvapiCase #GyanvapiMandir #GyanvapiVerdict",en,0,596,if don reclaim then everything will be snatched like ha happened from afghanistan to pakistan bangladesh kashmir to kanyakumari invader plunderer mughals british and their legacy must be purged out from india ,"['if', 'don', 'reclaim', 'then', 'everything', 'will', 'be', 'snatched', 'like', 'ha', 'happened', 'from', 'afghanistan', 'to', 'pakistan', 'bangladesh', 'kashmir', 'to', 'kanyakumari', 'invader', 'plunderer', 'mughals', 'british', 'and', 'their', 'legacy', 'must', 'be', 'purged', 'out', 'from', 'india']","[('if', 'IN'), ('don', 'JJ'), ('reclaim', 'NN'), ('then', 'RB'), ('everything', 'NN'), ('will', 'MD'), ('be', 'VB'), ('snatched', 'VBN'), ('like', 'IN'), ('ha', 'NN'), ('happened', 'VBD'), ('from', 'IN'), ('afghanistan', 'NN'), ('to', 'TO'), ('pakistan', 'VB'), ('bangladesh', 'JJ'), ('kashmir', 'NN'), ('to', 'TO'), ('kanyakumari', 'VB'), ('invader', 'NN'), ('plunderer', 'NN'), ('mughals', 'NNS'), ('british', 'JJ'), ('and', 'CC'), ('their', 'PRP$'), ('legacy', 'NN'), ('must', 'MD'), ('be', 'VB'), ('purged', 'VBN'), ('out', 'RP'), ('from', 'IN'), ('india', 'NN')]",0.0,Neutral
227,737,3880095995,Jaiswal_Speaks,1569450855702867971,2022-09-12 22:20:17+00:00,"Such personal law boards should be abolished and implement the #UniformCivilCode to maintain actual peace and harmony in the country. When #Hindu culture and rights are demanded then it's #communal otherwise it's #secular what a hypocrisy. #AIMPLB #GyanvapiCase
#UttarPradesh https://t.co/kvhHp21ByA",en,0,28,such personal law board should be abolished and implement the to maintain actual peace and harmony in the country when culture and right are demanded then it otherwise it what hypocrisy URL ,"['such', 'personal', 'law', 'board', 'should', 'be', 'abolished', 'and', 'implement', 'the', 'to', 'maintain', 'actual', 'peace', 'and', 'harmony', 'in', 'the', 'country', 'when', 'culture', 'and', 'right', 'are', 'demanded', 'then', 'it', 'otherwise', 'it', 'what', 'hypocrisy', 'URL']","[('such', 'JJ'), ('personal', 'JJ'), ('law', 'NN'), ('board', 'NN'), ('should', 'MD'), ('be', 'VB'), ('abolished', 'VBN'), ('and', 'CC'), ('implement', 'VB'), ('the', 'DT'), ('to', 'TO'), ('maintain', 'VB'), ('actual', 'JJ'), ('peace', 'NN'), ('and', 'CC'), ('harmony', 'NN'), ('in', 'IN'), ('the', 'DT'), ('country', 'NN'), ('when', 'WRB'), ('culture', 'NN'), ('and', 'CC'), ('right', 'NN'), ('are', 'VBP'), ('demanded', 'VBN'), ('then', 'RB'), ('it', 'PRP'), ('otherwise', 'VB'), ('it', 'PRP'), ('what', 'WP'), ('hypocrisy', 'VBZ'), ('URL', 'NN')]",0.25,Positive
228,740,1287556332371894272,gsprtsent,1569447639548325888,2022-09-12 22:07:30+00:00,"https://t.co/MVhJxQgPlC
NHL 22 LIVE 🏒🏒🏒 #Live #livestreaming #GyanvapiCase #스물네번째가을_연준이란_바다 #ZEVENT22 GUNNAH SPORTS ENTERTAINMENT YOUTUBE CHANNEL https://t.co/XNmpn5LEUH",en,0,313,URL 22 live gunnah sport entertainment youtube channel URL ,"['URL', '22', 'live', 'gunnah', 'sport', 'entertainment', 'youtube', 'channel', 'URL']","[('URL', '$'), ('22', 'CD'), ('live', 'JJ'), ('gunnah', 'NN'), ('sport', 'NN'), ('entertainment', 'NN'), ('youtube', 'NN'), ('channel', 'NN'), ('URL', 'NN')]",0.25,Positive
229,751,176789849,swamisripathi,1569433559466930177,2022-09-12 21:11:33+00:00,These Men in Black changing the course of #Indian #History. #GyanvapiCase #HarHarMahadevॐ https://t.co/bNIAiJQZLK,en,1,36,these men in black changing the course of URL ,"['these', 'men', 'in', 'black', 'changing', 'the', 'course', 'of', 'URL']","[('these', 'DT'), ('men', 'NNS'), ('in', 'IN'), ('black', 'JJ'), ('changing', 'VBG'), ('the', 'DT'), ('course', 'NN'), ('of', 'IN'), ('URL', 'NNP')]",0.0,Neutral
230,755,1266655750455046145,HinduHate,1569431318072786946,2022-09-12 21:02:39+00:00,"The same community talks about bhai-chara, ganga-jamuni tehzeeb, and secularism in India while crying persecution outside India. 
#GyanvapiCase https://t.co/aYj90YuJtw",en,0,5511,the same community talk about bhai chara ganga jamuni tehzeeb and secularism in india while cry persecution outside india URL ,"['the', 'same', 'community', 'talk', 'about', 'bhai', 'chara', 'ganga', 'jamuni', 'tehzeeb', 'and', 'secularism', 'in', 'india', 'while', 'cry', 'persecution', 'outside', 'india', 'URL']","[('the', 'DT'), ('same', 'JJ'), ('community', 'NN'), ('talk', 'NN'), ('about', 'IN'), ('bhai', 'NN'), ('chara', 'NN'), ('ganga', 'NN'), ('jamuni', 'NN'), ('tehzeeb', 'NN'), ('and', 'CC'), ('secularism', 'NN'), ('in', 'IN'), ('india', 'NN'), ('while', 'IN'), ('cry', 'NN'), ('persecution', 'NN'), ('outside', 'IN'), ('india', 'NN'), ('URL', 'NNP')]",0.0,Neutral
231,757,1289982386470436867,sakshi_ora,1569429480468541441,2022-09-12 20:55:21+00:00,"#RahatFatehAliKhan ‘s prediction 

#GyanvapiCase #Gyanvapi #HarHarMahadev 
 https://t.co/Weerjx4PNr",en,1,295,prediction URL ,"['prediction', 'URL']","[('prediction', 'NN'), ('URL', 'NNP')]",0.0,Neutral
232,759,1569322610378571777,Chapalbaalak,1569428326904905733,2022-09-12 20:50:46+00:00,"Legend.

#GyanvapiCase https://t.co/seYRemA2hk",en,1,4,legend URL ,"['legend', 'URL']","[('legend', 'NN'), ('URL', 'NN')]",0.0,Neutral
233,761,1890959149,AshishCool777,1569426855324942337,2022-09-12 20:44:55+00:00,"I am Gyanvapi and I am not a Mosque.

The Wait of Nandi Maharaj seems to be over.

#GyanvapiCase
#Gyanvapi https://t.co/uTN1WbGdnA",en,1,23,am gyanvapi and am not mosque the wait of nandi maharaj seems to be over URL ,"['am', 'gyanvapi', 'and', 'am', 'not', 'mosque', 'the', 'wait', 'of', 'nandi', 'maharaj', 'seems', 'to', 'be', 'over', 'URL']","[('am', 'VBP'), ('gyanvapi', 'NN'), ('and', 'CC'), ('am', 'VBP'), ('not', 'RB'), ('mosque', 'VB'), ('the', 'DT'), ('wait', 'NN'), ('of', 'IN'), ('nandi', 'JJ'), ('maharaj', 'NN'), ('seems', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('over', 'IN'), ('URL', 'NNP')]",0.0,Neutral
234,762,1890959149,AshishCool777,1569426844969242624,2022-09-12 20:44:53+00:00,"#Gyanvapi
If such Hindu lawyers live in our country then there is no thrê@t to our Hindutva.

Bless them and salute them.🙏🙏

Respect 🙌✨Men in Black 🔥

 #Gyanvapi #GyanvapiCase 
 Har Har Mahadev 🚩
 #ज्ञानवापी
#Gyanvapi https://t.co/u28MC44i0i",en,1,23,if such hindu lawyer live in our country then there is no thr to our hindutva bless them and salute them respect men in black har har mahadev URL ,"['if', 'such', 'hindu', 'lawyer', 'live', 'in', 'our', 'country', 'then', 'there', 'is', 'no', 'thr', 'to', 'our', 'hindutva', 'bless', 'them', 'and', 'salute', 'them', 'respect', 'men', 'in', 'black', 'har', 'har', 'mahadev', 'URL']","[('if', 'IN'), ('such', 'JJ'), ('hindu', 'JJ'), ('lawyer', 'NN'), ('live', 'VBP'), ('in', 'IN'), ('our', 'PRP$'), ('country', 'NN'), ('then', 'RB'), ('there', 'EX'), ('is', 'VBZ'), ('no', 'DT'), ('thr', 'NN'), ('to', 'TO'), ('our', 'PRP$'), ('hindutva', 'NN'), ('bless', 'VB'), ('them', 'PRP'), ('and', 'CC'), ('salute', 'VB'), ('them', 'PRP'), ('respect', 'VB'), ('men', 'NNS'), ('in', 'IN'), ('black', 'JJ'), ('har', 'NN'), ('har', 'NN'), ('mahadev', 'NN'), ('URL', 'NNP')]",0.0,Neutral
235,764,1232245340050509825,tradewithamy07,1569425386769121280,2022-09-12 20:39:05+00:00,"Target Achieved✔️ +50 pips #EURAUD 

DM for safe trades - https://t.co/mTMExc5mNj

#forex #trading #fxsignals #GyanvapiCase #หลักฐานว่าเคยเกิดขึ้นจริง #Europe #Japanese #gold https://t.co/USGigP2GVZ https://t.co/fjF4a6cjzX",en,0,1882,target achieved 50 pip dm for safe trade URL URL URL ,"['target', 'achieved', '50', 'pip', 'dm', 'for', 'safe', 'trade', 'URL', 'URL', 'URL']","[('target', 'NN'), ('achieved', 'VBD'), ('50', 'CD'), ('pip', 'NN'), ('dm', 'NN'), ('for', 'IN'), ('safe', 'JJ'), ('trade', 'NN'), ('URL', 'NNP'), ('URL', 'NNP'), ('URL', 'NNP')]",0.75,Positive
236,766,1299394376515244034,Adisri23,1569425193713664001,2022-09-12 20:38:19+00:00,"No u idiot.....we are sanatans not talibani like u.....do your research
#GyanvapiCase 
#GyanvapiVerdict 
#Gyanvapi https://t.co/lCZIVzu9c3",en,1,24,no idiot we are sanatans not talibani like do your research URL ,"['no', 'idiot', 'we', 'are', 'sanatans', 'not', 'talibani', 'like', 'do', 'your', 'research', 'URL']","[('no', 'DT'), ('idiot', 'NN'), ('we', 'PRP'), ('are', 'VBP'), ('sanatans', 'NNS'), ('not', 'RB'), ('talibani', 'IN'), ('like', 'IN'), ('do', 'VB'), ('your', 'PRP$'), ('research', 'NN'), ('URL', 'NN')]",0.0,Neutral
237,767,249643872,ndtvvideos,1569424926578479104,2022-09-12 20:37:15+00:00,"#LeftRightCentre | Parul Khera, petitioner in #GyanvapiCase asks why there the other side is not letting an archaeological survey and ASI investigation happen.

https://t.co/roqy48wBxj",en,2,359549,parul khera petitioner in asks why there the other side is not letting an archaeological survey and asi investigation happen URL ,"['parul', 'khera', 'petitioner', 'in', 'asks', 'why', 'there', 'the', 'other', 'side', 'is', 'not', 'letting', 'an', 'archaeological', 'survey', 'and', 'asi', 'investigation', 'happen', 'URL']","[('parul', 'NN'), ('khera', 'NN'), ('petitioner', 'NN'), ('in', 'IN'), ('asks', 'JJ'), ('why', 'WRB'), ('there', 'EX'), ('the', 'DT'), ('other', 'JJ'), ('side', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('letting', 'VBG'), ('an', 'DT'), ('archaeological', 'JJ'), ('survey', 'NN'), ('and', 'CC'), ('asi', 'JJ'), ('investigation', 'NN'), ('happen', 'VB'), ('URL', 'NNP')]",0.125,Positive
238,769,1299394376515244034,Adisri23,1569424254105718784,2022-09-12 20:34:35+00:00,"@Halal_Posting Your allah himself is a wrongdoer.....remember our tigress NUPUR SHARMA'S words....
#GyanvapiCase 
#GyanvapiVerdict  
#Gyanvapi",en,0,24,your allah himself is wrongdoer remember our tigress nupur sharma word ,"['your', 'allah', 'himself', 'is', 'wrongdoer', 'remember', 'our', 'tigress', 'nupur', 'sharma', 'word']","[('your', 'PRP$'), ('allah', 'NN'), ('himself', 'PRP'), ('is', 'VBZ'), ('wrongdoer', 'JJ'), ('remember', 'VB'), ('our', 'PRP$'), ('tigress', 'NN'), ('nupur', 'RB'), ('sharma', 'JJ'), ('word', 'NN')]",0.0,Neutral
239,773,1568751824685133825,Kunwarparivarr,1569421830808535041,2022-09-12 20:24:57+00:00,"Some Heroes wear Black 🔥🔥

#GyanvapiCase

#Kunwar_Sarvesh_Singh #Moradabad 
#Kunwar_Sushant_Singh #Bijnor 
#Brahpur #Ratupura #Thakurdwara https://t.co/vyj5ZqilFv",en,1,1,some hero wear black URL ,"['some', 'hero', 'wear', 'black', 'URL']","[('some', 'DT'), ('hero', 'NN'), ('wear', 'JJ'), ('black', 'JJ'), ('URL', 'NN')]",0.5,Positive
240,776,2253139818,debduttakolkata,1569420508206354433,2022-09-12 20:19:42+00:00,"#GyanvapiCase #GyanvapiCaseVerdict 
Good morning buddies @Javedakhtarjadu @AzmiShabana @RanaAyyub @salman7khurshid @_sabanaqvi @khanumarfa @BDUTT @ravishndtv @ArvindKejriwal @iamsrk @kavita_krishnan @KhanAmanatullah 
@aliaa08 @MaheshNBhatt @ @FarOutAkhtar @RahulGandhi",en,0,311,good morning buddy ,"['good', 'morning', 'buddy']","[('good', 'JJ'), ('morning', 'NN'), ('buddy', 'NN')]",0.875,Positive
241,777,1568677047211524096,HinduGood,1569420378296172546,2022-09-12 20:19:11+00:00,"The Difference!

Har Har Mahadev

#Gyanvapi #KashiVishwanath #GyanvapiCase #GyanvapiVerdict https://t.co/JANn4WVgkU",en,2,2,the difference har har mahadev URL ,"['the', 'difference', 'har', 'har', 'mahadev', 'URL']","[('the', 'DT'), ('difference', 'NN'), ('har', 'NN'), ('har', 'NN'), ('mahadev', 'NN'), ('URL', 'NNP')]",0.25,Positive
242,779,871545086735265792,liberalvedantin,1569420301745930240,2022-09-12 20:18:53+00:00,"Dear @BBCWorld, @davidfrum  the #GyanvapiCase verdict isn't about Hindus justifying ""persecution"" of Muslims. India and it's courts have taken a first step to providing justice that has been waiting for centuries. Muslims have the freedom to worship.
https://t.co/PAQLSmSCTK",en,0,60,dear the verdict isn about hindu justifying persecution of muslim india and it court have taken first step to providing justice that ha been waiting for century muslim have the freedom to worship URL ,"['dear', 'the', 'verdict', 'isn', 'about', 'hindu', 'justifying', 'persecution', 'of', 'muslim', 'india', 'and', 'it', 'court', 'have', 'taken', 'first', 'step', 'to', 'providing', 'justice', 'that', 'ha', 'been', 'waiting', 'for', 'century', 'muslim', 'have', 'the', 'freedom', 'to', 'worship', 'URL']","[('dear', 'IN'), ('the', 'DT'), ('verdict', 'NN'), ('isn', 'NN'), ('about', 'IN'), ('hindu', 'NN'), ('justifying', 'VBG'), ('persecution', 'NN'), ('of', 'IN'), ('muslim', 'JJ'), ('india', 'NN'), ('and', 'CC'), ('it', 'PRP'), ('court', 'NN'), ('have', 'VBP'), ('taken', 'VBN'), ('first', 'JJ'), ('step', 'NN'), ('to', 'TO'), ('providing', 'VBG'), ('justice', 'NN'), ('that', 'WDT'), ('ha', 'VBZ'), ('been', 'VBN'), ('waiting', 'VBG'), ('for', 'IN'), ('century', 'NN'), ('muslim', 'NNS'), ('have', 'VBP'), ('the', 'DT'), ('freedom', 'NN'), ('to', 'TO'), ('worship', 'VB'), ('URL', 'NNP')]",0.625,Positive
243,782,1286743812346392577,AdityaMisal16,1569419768725389312,2022-09-12 20:16:45+00:00,Peaceful People Right Now  #GyanvapiMandir #Gyanvapi #GyanvapiCase https://t.co/W1biHUWLtB,en,0,1,peaceful people right now URL ,"['peaceful', 'people', 'right', 'now', 'URL']","[('peaceful', 'JJ'), ('people', 'NNS'), ('right', 'RB'), ('now', 'RB'), ('URL', 'NNP')]",0.5,Positive
244,784,93466152,dr_s_omar,1569419111704182784,2022-09-12 20:14:09+00:00,"With Another mosque on the way to being demolished in India to build one more temple! Their target is to demolish all Masjid’s one by one till this land is filled with andhbhakts and andbhakti. When justice becomes another name for hatred.
#GyanvapiCase
#CorruptJustice
#Gyanvapi",en,1,602,with another mosque on the way to being demolished in india to build one more temple their target is to demolish all masjid one by one till this land is filled with andhbhakts and andbhakti when justice becomes another name for hatred ,"['with', 'another', 'mosque', 'on', 'the', 'way', 'to', 'being', 'demolished', 'in', 'india', 'to', 'build', 'one', 'more', 'temple', 'their', 'target', 'is', 'to', 'demolish', 'all', 'masjid', 'one', 'by', 'one', 'till', 'this', 'land', 'is', 'filled', 'with', 'andhbhakts', 'and', 'andbhakti', 'when', 'justice', 'becomes', 'another', 'name', 'for', 'hatred']","[('with', 'IN'), ('another', 'DT'), ('mosque', 'NN'), ('on', 'IN'), ('the', 'DT'), ('way', 'NN'), ('to', 'TO'), ('being', 'VBG'), ('demolished', 'VBN'), ('in', 'IN'), ('india', 'NN'), ('to', 'TO'), ('build', 'VB'), ('one', 'CD'), ('more', 'JJR'), ('temple', 'JJ'), ('their', 'PRP$'), ('target', 'NN'), ('is', 'VBZ'), ('to', 'TO'), ('demolish', 'VB'), ('all', 'DT'), ('masjid', 'FW'), ('one', 'CD'), ('by', 'IN'), ('one', 'CD'), ('till', 'NN'), ('this', 'DT'), ('land', 'NN'), ('is', 'VBZ'), ('filled', 'VBN'), ('with', 'IN'), ('andhbhakts', 'NN'), ('and', 'CC'), ('andbhakti', 'NN'), ('when', 'WRB'), ('justice', 'NN'), ('becomes', 'VBZ'), ('another', 'DT'), ('name', 'NN'), ('for', 'IN'), ('hatred', 'NN')]",0.625,Positive
245,787,187201041,topoji16,1569415176167854080,2022-09-12 19:58:30+00:00,"Acknowledge the political backup while appreciating judiciary decision to allow the gyanvapi case and lepo aside places of worship act... #GyanvapiCase 

This would not be possible in congress govt....",en,0,138,acknowledge the political backup while appreciating judiciary decision to allow the gyanvapi case and lepo aside place of worship act this would not be possible in congress govt ,"['acknowledge', 'the', 'political', 'backup', 'while', 'appreciating', 'judiciary', 'decision', 'to', 'allow', 'the', 'gyanvapi', 'case', 'and', 'lepo', 'aside', 'place', 'of', 'worship', 'act', 'this', 'would', 'not', 'be', 'possible', 'in', 'congress', 'govt']","[('acknowledge', 'VB'), ('the', 'DT'), ('political', 'JJ'), ('backup', 'NN'), ('while', 'IN'), ('appreciating', 'VBG'), ('judiciary', 'JJ'), ('decision', 'NN'), ('to', 'TO'), ('allow', 'VB'), ('the', 'DT'), ('gyanvapi', 'NN'), ('case', 'NN'), ('and', 'CC'), ('lepo', 'NN'), ('aside', 'RB'), ('place', 'NN'), ('of', 'IN'), ('worship', 'NN'), ('act', 'NN'), ('this', 'DT'), ('would', 'MD'), ('not', 'RB'), ('be', 'VB'), ('possible', 'JJ'), ('in', 'IN'), ('congress', 'NN'), ('govt', 'NN')]",0.5,Positive
246,788,1503643471433052162,Kyototushar,1569414533768413184,2022-09-12 19:55:57+00:00,I am sure you are blessed by both Vishnu and Shankar 🙏🏼🙏🏼 @Vishnu_Jain1 ji. Har Har Mahadev #Gyanvapi #GyanvapiCase,en,1,5,am sure you are blessed by both vishnu and shankar ji har har mahadev ,"['am', 'sure', 'you', 'are', 'blessed', 'by', 'both', 'vishnu', 'and', 'shankar', 'ji', 'har', 'har', 'mahadev']","[('am', 'VBP'), ('sure', 'JJ'), ('you', 'PRP'), ('are', 'VBP'), ('blessed', 'VBN'), ('by', 'IN'), ('both', 'DT'), ('vishnu', 'NNS'), ('and', 'CC'), ('shankar', 'JJ'), ('ji', 'NN'), ('har', 'NN'), ('har', 'NN'), ('mahadev', 'NN')]",0.25,Positive
247,800,1526809480955957249,RAJKUMA77917380,1569409883157708800,2022-09-12 19:37:29+00:00,"I’m going to @mindgage’s upcoming Space. Will you join too?
#GyanvapiCase

https://t.co/H2aIgikWSN",en,0,646,going to upcoming space will you join too URL ,"['going', 'to', 'upcoming', 'space', 'will', 'you', 'join', 'too', 'URL']","[('going', 'VBG'), ('to', 'TO'), ('upcoming', 'VBG'), ('space', 'NN'), ('will', 'MD'), ('you', 'PRP'), ('join', 'VB'), ('too', 'RB'), ('URL', 'NNP')]",0.125,Positive
